nameEn,nameZh,cas,unii,synonyms
Prazosin,哌唑嗪,19216-56-9,XM03YJ541D,
Doxazosin,多沙唑嗪,74191-85-8,NW1291F1W8,
Terazosin,特拉唑嗪,63590-64-7,8L5014XET7,
Alfuzosin,阿夫唑嗪,81403-80-7,90347YTW5F,
Silodosin,西洛多辛,160970-54-7,CUZ91QF5SC,
Sildenafil citrate oral,枸橼酸西地那非片,,,
Avanafil,阿伐那非,330784-47-9,DR5S136IVO,
Vardenafil,伐地那非,224785-90-4,U5J02140JV,
Dapoxetine,达泊西汀,119356-77-3,GTO4H0CA7T,
Flibanserin,氟班色林,167933-07-5,37JK4STR6Z,
Ospemifene,奥培米芬,128607-22-7,B0P231ILBK,
Bazedoxifene,巴多昔芬,198481-32-2,A240T0NZ1X,
Ulipristal,乌利司他,126784-40-5,6J5L59R03W,
Mifepristone,米非司酮,84371-65-3,320TNH001N,
Misoprostol,米索前列醇,59122-46-2,0E43V0BB57,
Oxytocin,缩宫素,50-56-6,1JQS135EYN,
Carbetocin,卡贝缩宫素,37025-55-1,88TWF8015Y,
Ergometrine,麦角新碱,60-79-7,WH41D8433D,Ergonovine
Methylergometrine,甲麦角新碱,113-42-8,A38L1P905O,Methylergonovine
Dinoprostone,地诺前列酮,363-24-6,K7Q1JQR7ZV,Prostaglandin E2
Carboprost,卡前列素,35700-23-3,U4526F86FJ,
Tranexamic acid,氨甲环酸,1197-18-8,6T84R30KC1,
Aminocaproic acid,氨基己酸,60-32-2,U6F3787206,
Vitamin K1,维生素K1,84-80-0,A034SE7857,Phytomenadione|Phytonadione
Protamine,鱼精蛋白,9009-65-8,P0TUG39U46,
Idarucizumab,依达赛珠单抗,1362509-93-0,2P471XCK0J,
Andexanet alfa,安得赛奈,,,
Fresh frozen plasma,新鲜冰冻血浆,,,
Albumin human,人血白蛋白,70024-90-7,ZIF514RVZR,
Immunoglobulin,免疫球蛋白,,,IVIG
Anti-D immunoglobulin,抗D免疫球蛋白,,,
Hepatitis B vaccine,乙肝疫苗,,,
Influenza vaccine,流感疫苗,,,
COVID-19 vaccine,新冠疫苗,,,
BCG vaccine,卡介苗,,,
MMR vaccine,麻腮风疫苗,,,
Polio vaccine,脊灰疫苗,,,
Tetanus toxoid,破伤风类毒素,,,
Diphtheria toxoid,白喉类毒素,,,
Pneumococcal vaccine,肺炎球菌疫苗,,,
HPV vaccine,人乳头瘤病毒疫苗,,,
Rabies vaccine,狂犬病疫苗,,,
Yellow fever vaccine,黄热病疫苗,,,
Varicella vaccine,水痘疫苗,,,
Herpes zoster vaccine,带状疱疹疫苗,,,
Rotavirus vaccine,轮状病毒疫苗,,,
Meningococcal vaccine,脑膜炎球菌疫苗,,,
Haemophilus B vaccine,b型流感嗜血杆菌疫苗,,,
Palivizumab,帕利珠单抗,188039-54-5,DQW8T47HXR,
Nirsevimab,尼塞韦单抗,,,
Dupilumab,度普利尤单抗,1190264-60-8,420V9WG3XU,
Secukinumab,司库奇尤单抗,1229022-83-8,DLG4EML025,
Ustekinumab,乌司奴单抗,815610-63-0,FU77B4U5Z0,
Guselkumab,古塞奇尤单抗,1350289-85-8,089658A33J,
Ixekizumab,依奇珠单抗,1143503-69-8,B4NU7H5JX4,
Risankizumab,瑞莎珠单抗,1612838-76-2,4F1X42SYQ6,
Tofacitinib,托法替布,477600-75-2,87LA6FU830,
Baricitinib,巴瑞替尼,1187594-09-7,501AXH7ISP,
Upadacitinib,乌帕替尼,1310726-60-3,4RA0KN46E0,
Apremilast,阿普米司特,608141-41-9,UP1QMAW59O,
Fingolimod,芬戈莫德,162359-55-9,3QN8BPE4U7,
Natalizumab,那他珠单抗,189261-10-7,3SJN73H9VO,
Ocrelizumab,奥瑞珠单抗,637334-45-3,A10SJL62JY,
Interferon beta,干扰素β,,,
Glatiramer,格拉替雷,147245-92-9,5M69160KWU,
Dimethyl fumarate,富马酸二甲酯,624-49-7,FO2303MNI4,
Teriflunomide,特立氟胺,108605-62-5,1C058IKG3B,
Siponimod,西尼莫德,1230487-00-9,CXG7XG3RQ0,
Ozanimod,奥扎莫德,1306760-87-1,2579I83HXY,
Ponesimod,泊奈莫德,1064009-97-1,5G7AKV2N2O,
Cladribine,克拉屈滨,4291-63-8,47M74X9YT8,
Alemtuzumab,阿仑单抗,216503-57-0,3A189VH78E,
Rituximab MS,利妥昔单抗多发性硬化,,,
Ofatumumab,奥法木单抗,679818-59-8,M95KG522R0,
Ocrelizumab SC,奥瑞珠单抗皮下,,,
Eculizumab,依库珠单抗,219685-50-4,R6T8C6585C,
Ravulizumab,瑞利珠单抗,1803171-55-2,A4YJL91GFP,
Efgartigimod,艾加莫德,,,
Rozanolixizumab,罗扎诺利珠单抗,,,
Eculizumab MG,依库珠单抗重症肌无力,,,
Pyridostigmine,吡斯的明,155-97-5,5DIC380N4R,
Edrophonium,依酚氯铵,116-38-1,QO61YHI7P0,
Riluzole,利鲁唑,1744-22-5,766VOI8OL3,
Edaravone,依达拉奉,89-25-8,S798V6YJRP,
Tofersen,托夫生,,,
Nusinersen,诺西那生,1258984-36-9,5Z9SP3X93S,
Risdiplam,利司扑兰,1825352-65-5,76RS4ZQI9O,
Onasemnogene,onasemnogene,,,Zolgensma
Levodopa,左旋多巴,59-92-7,46627O600J,
Carbidopa,卡比多巴,28860-95-9,MNX7R8C5VO,
Entacapone,恩他卡朋,130929-57-6,4975G9BPWE,
Tolcapone,托卡朋,134308-13-7,CIF6334OLY,
Opicapone,奥匹卡朋,923287-50-7,Y3233R8Y09,
Pramipexole,普拉克索,104632-26-0,83619PEU5T,
Ropinirole,罗匹尼罗,91374-21-9,030PYR8953,
Rotigotine,罗替戈汀,99755-59-6,87T4T8BO2E,
Apomorphine,阿扑吗啡,58-00-4,N21FAR7B4S,
Selegiline,司来吉兰,14611-51-9,2K1V7GP655,
Rasagiline,雷沙吉兰,136236-51-6,0037OR64PQ,
Safinamide,沙芬酰胺,133865-89-1,90ENL74SIG,
Amantadine,金刚烷胺,768-94-5,BF4C9VF39O,
Trihexyphenidyl,苯海索,144-11-6,6RC5V8B7CX,
Benztropine,苯扎托品,86-13-5,AIWS30M3HA,Benzatropine
Donepezil,多奈哌齐,120014-06-4,8SSC91326P,
Rivastigmine,卡巴拉汀,123441-03-2,HFD406WA24,
Galantamine,加兰他敏,357-70-0,0D2FX04JGV,
Memantine,美金刚,19982-08-2,W8O17SJH6X,
Aducanumab,阿杜卡奴单抗,1384244-36-9,4K7A51Q507,
Lecanemab,仑卡奈单抗,,,
Donanemab,多奈单抗,,,
Quetiapine,喹硫平,111974-69-7,2S3PL1B6UJ,
Olanzapine,奥氮平,132539-06-1,N7U69T4SZR,
Risperidone,利培酮,106266-06-2,L6UH7ZF8HC,
Aripiprazole,阿立哌唑,129722-12-9,82VFR53I78,
Haloperidol,氟哌啶醇,52-86-8,J6292F8L3D,
Chlorpromazine,氯丙嗪,50-53-3,U42B7VYA4P,
Clozapine,氯氮平,5786-21-0,J60AR2LK8J,
Ziprasidone,齐拉西酮,146939-27-7,6UKA5VEZ2X,
Lurasidone,鲁拉西酮,367514-87-2,22IC88528T,
Paliperidone,帕利哌酮,144598-75-4,838F01T721,
Brexpiprazole,依匹哌唑,913611-97-9,2J3YBM1K8C,
Cariprazine,卡利拉嗪,839712-12-8,IKW48B0R8A,
Lithium carbonate,碳酸锂,554-13-2,2BMD2GNA4V,
Valproate sodium,丙戊酸钠,1069-66-5,5VOM6GYJ0D,
Lamotrigine XR,拉莫三嗪缓释,,,
Carbamazepine XR,卡马西平缓释,,,
Oxcarbazepine XR,奥卡西平缓释,,,
Mirtazapine,米氮平,61337-67-5,A051Q2099Q,
Trazodone,曲唑酮,19794-93-5,YBK48BXK30,
Amitriptyline,阿米替林,50-48-6,1806D8D52K,
Nortriptyline,去甲替林,72-69-5,BL03SWT710,
Imipramine,丙咪嗪,50-49-7,OGG85SX4E4,
Clomipramine,氯米帕明,303-49-1,2LXW0L6GWJ,
Doxepin,多塞平,1668-19-5,82S8X8Q30W,
Paroxetine,帕罗西汀,61869-08-7,41VRH5220H,
Fluvoxamine,氟伏沙明,54739-18-3,O4L1XPO44W,
Vortioxetine,沃替西汀,508233-74-7,0K2DF4WC62,
Vilazodone,维拉佐酮,163521-12-8,PT8951474Y,
Agomelatine,阿戈美拉汀,138112-76-2,137R60IW2B,
Mianserin,米安色林,24219-97-4,250PJI13LM,
Buspirone,丁螺环酮,36505-84-7,TK65WKS8HL,
Hydroxyzine,羟嗪,68-88-2,30S50YM8OG,
Propranolol anxiety,普萘洛尔焦虑,,,
Melatonin,褪黑素,73-31-4,JL5DK93RMB,
Ramelteon,雷美替胺,196597-26-9,901AS54I69,
Suvorexant,苏沃雷生,1030377-33-3,807PW4VQE3,
Lemborexant,莱博雷生,1369764-02-2,0K5743P5Q0,
Daridorexant,达利雷生,1505484-55-0,9J1O4S3Y3Q,
Zopiclone,佐匹克隆,43200-80-2,UJ1883O33R,
Eszopiclone,右佐匹克隆,138729-47-2,UZX80K71OE,
Zaleplon,扎来普隆,151319-34-5,S62U433RMW,
Temazepam,替马西泮,846-50-4,CHB1QD2QSS,
Oxazepam,奥沙西泮,604-75-1,X05U0N2RCO,
Nitrazepam,硝西泮,146-22-5,9CLV70W7WY,
Flunitrazepam,氟硝西泮,1622-62-4,620X0222FH,
Triazolam,三唑仑,28911-01-5,1HM963MDWW,
Chlordiazepoxide,氯氮䓬,58-25-3,6RZ6XPO5UM,
Clobazam,氯巴占,22316-47-8,2MRO291B4U,
Phenobarbital,苯巴比妥,50-06-6,YQE403BP4D,
Primidone,扑米酮,125-33-7,13AFD7670Q,
Ethosuximide,乙琥胺,77-67-8,5SEH9A1O7R,
Vigabatrin,氨己烯酸,60643-86-9,GR120KRT6K,
Tiagabine,噻加宾,115103-54-3,ZX0NZC11MX,
Zonisamide,唑尼沙胺,68291-97-4,459384H98V,
Lacosamide,拉科酰胺,175481-36-4,563KS02K9Y,
Brivaracetam,布瓦西坦,357336-20-0,U863JBB23U,
Cenobamate,cenobamate,913821-88-2,P85X70RZWS,
Cannabidiol,大麻二酚,13956-29-1,19GBJ60SN5,CBD
Tetrahydrocannabinol,四氢大麻酚,1972-08-3,7J8897W37S,THC|Dronabinol
Nabilone,大麻隆,51022-71-0,2D5QD06393,
Methadone hydrochloride,盐酸美沙酮,1095-90-5,22952JPY4C,
Buprenorphine naloxone,丁丙诺啡纳洛酮,,,Suboxone
Nalmefene,纳美芬,55096-26-9,TOV02KSUYI,
Acamprosate,阿坎酸,77337-76-9,N4K14Y461K,
Disulfiram,双硫仑,97-77-8,TR3MLJ1UAI,
Naltrexone XR,纳曲酮长效,,,
Cytisine,金雀花碱,485-35-8,53S5U35358,
Lobeline,山梗菜碱,90-69-7,N0O6KZW9TR,
Compound alpha 1,,,SEED000001X,demo-syn-alpha
Substance alpha 2,,,SEED000002X,demo-syn-alpha
API alpha 3,,,SEED000003X,demo-syn-alpha
Excipient alpha 4,,,SEED000004X,demo-syn-alpha
Salt alpha 5,,,SEED000005X,demo-syn-alpha
Base alpha 6,,,SEED000006X,demo-syn-alpha
Hydrochloride alpha 7,,,SEED000007X,demo-syn-alpha
Sodium alpha 8,,,SEED000008X,demo-syn-alpha
Potassium alpha 9,,,SEED000009X,demo-syn-alpha
Calcium alpha 10,,,SEED000010X,demo-syn-alpha
Compound beta 11,,,SEED000011X,demo-syn-beta
Substance beta 12,,,SEED000012X,demo-syn-beta
API beta 13,,,SEED000013X,demo-syn-beta
Excipient beta 14,,,SEED000014X,demo-syn-beta
Salt beta 15,,,SEED000015X,demo-syn-beta
Base beta 16,,,SEED000016X,demo-syn-beta
Hydrochloride beta 17,,,SEED000017X,demo-syn-beta
Sodium beta 18,,,SEED000018X,demo-syn-beta
Potassium beta 19,,,SEED000019X,demo-syn-beta
Calcium beta 20,,,SEED000020X,demo-syn-beta
Compound gamma 21,,,SEED000021X,demo-syn-gamma
Substance gamma 22,,,SEED000022X,demo-syn-gamma
API gamma 23,,,SEED000023X,demo-syn-gamma
Excipient gamma 24,,,SEED000024X,demo-syn-gamma
Salt gamma 25,,,SEED000025X,demo-syn-gamma
Base gamma 26,,,SEED000026X,demo-syn-gamma
Hydrochloride gamma 27,,,SEED000027X,demo-syn-gamma
Sodium gamma 28,,,SEED000028X,demo-syn-gamma
Potassium gamma 29,,,SEED000029X,demo-syn-gamma
Calcium gamma 30,,,SEED000030X,demo-syn-gamma
Compound delta 31,,,SEED000031X,demo-syn-delta
Substance delta 32,,,SEED000032X,demo-syn-delta
API delta 33,,,SEED000033X,demo-syn-delta
Excipient delta 34,,,SEED000034X,demo-syn-delta
Salt delta 35,,,SEED000035X,demo-syn-delta
Base delta 36,,,SEED000036X,demo-syn-delta
Hydrochloride delta 37,,,SEED000037X,demo-syn-delta
Sodium delta 38,,,SEED000038X,demo-syn-delta
Potassium delta 39,,,SEED000039X,demo-syn-delta
Calcium delta 40,,,SEED000040X,demo-syn-delta
Compound epsilon 41,,,SEED000041X,demo-syn-epsilon
Substance epsilon 42,,,SEED000042X,demo-syn-epsilon
API epsilon 43,,,SEED000043X,demo-syn-epsilon
Excipient epsilon 44,,,SEED000044X,demo-syn-epsilon
Salt epsilon 45,,,SEED000045X,demo-syn-epsilon
Base epsilon 46,,,SEED000046X,demo-syn-epsilon
Hydrochloride epsilon 47,,,SEED000047X,demo-syn-epsilon
