nameEn,nameZh,cas,unii,synonyms
Clonidine Hydrochloride,,,W76I6XXF06,clonidine|Duraclon|JAVADIN|CLONIDINE HCI|ONYDA XR|QLONILIK|clonidine hydrochloride oral|Clonidine
Eucalyptol,,,RV6J6604TK,"EUCALYPTOL, MENTHOL, METHYL SALICYLATE, THYMOL|Eucalyptol, menthol, methyl salicylate, thymol|Original Antiseptic|Listerine Gum Therapy Glacier Mint|EUCALYPTOL, MENTHOL, METHYLSALICYLATE, THYMOL|Bacterial Immune Stimulator 6006|EUCALYPTOL, menthol, Methyl salicylate, thymol|Rinse"
Citrullus Colocynthis Fruit Pulp,,,23H32AOH17,"BHI Back|Bestmade Natural Products Colocynthis|Atropa Belladonna, Berberis Vulgaris Root Bark, Milk Thistle, Chelidonium Majus, Citrullus Colocynthis Fruit Pulp, Dioscorea Villosa Tuber, Goldenseal, Lycopodium Clavatum Spore, Sodium Sulfate, Strychnos Nux-Vomica Seed, Phosphorus, Anemone Pulsatilla, Veratrum Album Root|INFANTS GAS AND COLIC RELIEF|Bestmade Natural Products BM21|BHI Arthritis|Bestmade Natural Products BM166|BelladonnaD7, Bryonia AlbaD7, Calc PhosD6, ColchicumD16, ColocynthisD7, DioscoreaD14, Rhus ToxD5"
Zolpidem Tartrate,,,WY6W63843K,Edluar|Zolpidem tartrate sublingual|Ambien|Ambien CR|Zolpidem
Silver,,,3M4G523W1G,"Arg met, Arsenicum alb, Baptisia, Brypnia, Causticum, Dulcamara, Echinacea angustifolia, Echinacea purp, Kali bic, Kali mur, Merc corros, Phos, Pulsatilla nutt, Senega, Zinc pic, Zinc val.|Ignatia Bryophyllum|Arg Met, Aurum Mur, Calc Fluor, Calc Iod, Calc Phos, Iodium, Selenium|Bestmade Natural Products BM221|Kidnex IV|Aconitum napellus, Argentum metallicum,Borago officinalis, Camphora, Grindelia, Stannum metallicum|Cough and Cold Relief|Germproof"
Warfarin Sodium,,,6153CWM0CL,Warfarin|Jantoven
Ropinirole Hydrochloride,,,D7ZD41RZI9,ropinirole|Ropinirole|ROPINIROLE
Tramadol Hydrochloride,,,9N7R477WCK,TRAMADOL HCL|ConZip|TRAMADOL HCL ER|TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN|Tramadol Hydrochloride and Acetaminophen|Tramadol/APAP|Tramadol HCL|Tramadol Hydrochloride Extended-Release
Calcium Chloride,,,M4I0D6VV5M,"Bone Liquescence|Taraxacum Officinale, Trifolium Pratense, Calcarea Muriatica, Equisetum Arvense, Juglans Nigra, Sesame Oil, Calcarea Sulphurica, Hepar (Bovine), Kidney (Bovine), Medulla Ossis Suis, Menadione, Thyroidinum (Bovine), Vitamin A, Vitamin D3, Calcarea Phosphorica, Calcarea Carbonica, Calcarea Fluorica, Manganum Metallicum, Niccolum Metallicum, Magnesium Metallicum|Sodium Chloride, Potassium Chloride, and Calcium Chloride|sodium chloride, sodium lactate, potassium chloride, calcium chloride|Plegisol|Lactated Ringers Irrigation|Bone Stim Liquescence 3005|Cell Repair Aid"
Paroxetine Hydrochloride Hemihydrate,,,X2ELS050D8,PAROXETINE|Paroxetine Hydrochloride|PAXIL|PAXIL CR|Paroxetine|paroxetine hydrochloride|PAROXETINE HYDROCHLORIDE
Lead,,,2P299V784P,"Abrot Acon Agn Ail Ambr Ambro Am-C Ant-C Apis Arn Ars Aur-A Aur Bapt Bar-C Bell BB Both Bov Brom Cadm-S Calad Calc Camph Carb-Ac Card-M Cean Chel Chinin-A Cina Chin Cic Cob Colch Con Crot-H Crot-T Cupr Dulc Elaps Eup-Per Fl-Ac Galph Graph Gunp Ham Hekla Hell Hep Hydr-Ac Hyos Hyper Kali-Br Kali-C Kali-I Lath Laur Led Lob Merc-Cy Merc Mez Mosch Mur-Ac Naja Nat-C Nit-Ac Nux-M Pyrog Ph-Ac Pic-Ac Plb Rhus-T Ruta Samb Sang Sarr Sep Stram Sul-Ac Tab Terent Ter Teucr Verat Verat-V Vip|Industriox 6011|Plumbum Metallicum 7X, 11X, 18X, 30X|Chavita 6|Bestmade Natural Products BM21|Garlic, Avena Sativa Flowering Top, Berberis Vulgaris Root Bark, Arctium Lappa Root, Phytolacca Americana Root, Solidago Virgaurea Flowering Top, Aluminum Oxide, Silver Nitrate, Barium Carbonate, Beryllium, Cadmium, Copper, Hydrofluoric Acid, Indium, Iodine, Lithium Carbonate, Mercurius Solubilis, Nickel Carbonate Hydroxide Tetrahydrate, Nitrous Oxide, Lead, Selenium, Strontium Carbonate, Titanium, Arsenic Trioxide, Sodium Chloride, Strychnos Nux-Vomica Seed.|Junior Moves|Metex"
Magnesium Chloride,,,02F3473H9O,"SODIUM CHLORIDE, SODIUM GLUCONATE, SODIUM ACETATE, POTASSIUM CHLORIDE, MAGNESIUM CHLORIDE, SODIUM PHOSPHATE, DIBASIC, and POTASSIUM PHOSPHATE|SILVER NITRATE, OYSTER SHELL CALCIUM CARBONATE, CRUDE, COBALTOUS NITRATE HEXAHYDRATE, CUPRIC ACETATE, IRON, POTASSIUM CARBONATE, MAGNESIUM CHLORIDE, MANGANESE ACETATE TETRAHYDRATE, SELENIUM, SILICON DIOXIDE, and ZINC PHOSPHIDE|CONSTIPATION|Bestmade Natural Products BM21|MEB Puri-vega|Nervionix Pro Magnesium Ice|Junior Moves|Aesculus Hippocastanum, Equisetum Hyemale, Hydrastis Canadensis, Hydrocotyle Asiatica, Linum Usitatissimum, Magnesia Muriatica, Passiflora Incarnata, Solidago Virgaurea, Thuja Occidentalis, Fumaria Officinalis, Ononis Spinosa"
Nitrogen,,,N762921K75,"Oxygen|NITROGEN NF|Nitrogen, Refrigerated|Arsenicum Album, Avena Sativa,Lycopodium Clavatum,Natrum Muriaticum,Nux Vomica,Phytolacca DecandraRhamnus Frangula,Solidago Virgaurea,Trifolium Pratense,Heavy Metal Nosodes|NITROGEN Compressed, NF|Helium Oxygen Nitrogen mixture|Met-Tox"
Candida Albicans,,,4D7G21HDBC,"Can Albex 500X|Mycological Immune Stimulator|Bacteria-Chord|Gynetox|Alternaria Tenuis Nees, Aspergillus Niger, Candida Albicans, Candida Krusei, Candida Parapsilosis, Candida Tropicalis, Mucor Racemosus, Rhizopus Nigricans, Torula Cerevisiae|Mercurius Solubilis, Candida Albicans|Glandula Suprarenalis (Bovine), Hepar Suis, Histaminum Hydrochloricum, Alternaria Tenuis Nees, Aspergillus Niger, Candida Albicans, Candida Parapsilosis, Dust, Mucor Racemosus, Torula Cerevisiae, House Dust Mite, Rhizopus Nigricans|Mycocan 30X 4042"
Verapamil Hydrochloride,,,V3888OEY5R,VERAPAMIL HCI|Trandolapril and Verapamil Hydrochloride
Phentermine Hydrochloride,,,0K2I505OTV,Qsymia|Phentermine HCL C-IV|Phentermine and Topiramate Extended-Release|phentermine and topiramate|Phentermine|Phentermine HCL|Phentermine and topiramate|LOMAIRA
Memantine Hydrochloride,,,JY0WD0UA60,Memantine|Namzaric|Memantine HCL|Memantine and Donepezil|MEMANTINE AND DONEPEZIL HYDROCHLORIDES|memantine|Memantine Hydrochloride Oral|Memantine and Donepezil Hydrochlorides Extended-release
Colchicum Autumnale Bulb,,,993QHL78E6,"Mycological Immune Stimulator|R08 LYMPHATICS|Colchicum Autumnale 6X|Uricum acidum, Aconitum nap.,Apis mel., Arnica, Arsenicum alb, Belladonna,Benzoicum acidum, Bryonia, Calc. carb., Chamomilla, Cinchona, Colchicum, Eupatorium perf., Gaultheriaprocumbens, Guaiacum, Iodium, Kali bic, Kalmia,Ledum, Pulsatilla, Rhus toxicodendron, Ruta,Sabina, Strychninum, Lappa, Phytolacca, Symphytum,|Abrot Acon Agn Ail Ambr Ambro Am-C Ant-C Apis Arn Ars Aur-A Aur Bapt Bar-C Bell BB Both Bov Brom Cadm-S Calad Calc Camph Carb-Ac Card-M Cean Chel Chinin-A Cina Chin Cic Cob Colch Con Crot-H Crot-T Cupr Dulc Elaps Eup-Per Fl-Ac Galph Graph Gunp Ham Hekla Hell Hep Hydr-Ac Hyos Hyper Kali-Br Kali-C Kali-I Lath Laur Led Lob Merc-Cy Merc Mez Mosch Mur-Ac Naja Nat-C Nit-Ac Nux-M Pyrog Ph-Ac Pic-Ac Plb Rhus-T Ruta Samb Sang Sarr Sep Stram Sul-Ac Tab Terent Ter Teucr Verat Verat-V Vip|Aesculus Combination 9202|Sarcolacticum Acidum, Viscum Album, Iodium, Fucus Vesiculosus, Galium Aparine, Natrum Oxalaceticum, Thyroidinum (Suis), DHEA (Dehydroepiandrosterone), Phenyl Isothiocyanate, Tri-Iodothyronine, Tyramine, Adenosinum Triphosphoricum Dinatrum, alpha-Ketoglutaricum Acidum, Fumaricum Acidum, Malic Acid, Colchicum Autumnale, Conium Maculatum, Funiculus Umbilicalis Suis, Hepar Suis, Medulla Ossis Suis, Pineal Gland (Suis), Spleen (Suis), Thymus (Suis), Calcarea Fluorica, Pulsatilla (Vulgaris), Spongia Tosta|Chondrus Crispus, Cimicifuga Racemosa, Spiraea Ulmaria, Trifolium Pratense, Urtica Urens, Xanthoxylum Fraxineum, Symphytum Officinale, Colchicum Autumnale, Ferrum Phosphoricum, Formica Rufa, Lithium Carbonicum, Natrum Sulphuricum, Rhododendron Chrysanthemum, Rhus Tox"
Lytta Vesicatoria,,,3Q034RO3BT,"BURN RELIEF|Itch Formula|Cantharis 200ck|Echinacea, Alumina, Aralia quinquefolia, Argentum, Arnica montana, Arsenicum album, Baptisia tinctoria, Bryonia, Cantharis, Chelidonium majus, Conium maculatum, Gelsemium sempervirens, Iodium, Kali carbonicum, Kali iodatum, Lycopodium clavatum, Lycopus virginicus, Natrum muriaticum, Nux vomica, Phosphorus, Phytolacca decandra, Pulsatilla, Rhus toxicodendron, Sabal serrulata, Thyroidinum.|Agnus, Allium sativum, Ambra, Angelica sinensis radix, Aralia quinquefolia, Arnica, Arsenicum alb., Avena, Baptisia, Baryta carb., Bryonia, Cantharis, Lachesis, Lycopodium, Nux vom., Phosphoricum ac., Pulsatilla, Ruta, Sabal, Selenium, Zinc. met., Ginkgo|Kidney/Bladder Support|D06 BLDR-DRN|Cantharis"
Bupivacaine Hydrochloride,,,7TQO7W3VT8,Bupivacaine Hydrochloride with Dextrose|BUPIVACAINE HYDROCHLORIDE IN DEXTROSE|BUPIVACAINE HCI|Marcaine|MARCAINE WITH EPINEPHRINE|BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE|Sensorcaine|Marvona SUIK
Lurasidone Hydrochloride,,,O0P4I5851I,Latuda|Lurasidone HCL
Urtica Urens,,,IHN2NQ5OF9,"BURN RELIEF|TLB-Matrix|Itch Formula|Thyroid Support|Chondrus Crispus, Cimicifuga Racemosa, Spiraea Ulmaria, Trifolium Pratense, Urtica Urens, Xanthoxylum Fraxineum, Symphytum Officinale, Colchicum Autumnale, Ferrum Phosphoricum, Formica Rufa, Lithium Carbonicum, Natrum Sulphuricum, Rhododendron Chrysanthemum, Rhus Tox|Hay Fever|Antimonium Crudum, Apis Mellifica, Chamomilla, Echinacea (Angustifolia), Ferrum Phosphoricum, Pulsatilla (Pratensis), Rhus Tox, Sulphur, Urtica Urens|HKI"
Atomoxetine Hydrochloride,,,57WVB6I2W0,Strattera|Atomoxetine|atomoxetine|ATOMOXETINE|ATONCY
Nitrofurantoin,,,927AH8112L,Macrobid|Nitrofurantoin macrocrystals|Nitrofurantion|Nitrofurantoin Monohydrate/Macrocrystalline|Nitrofurantoin Mono|Nitrofurantoin (Monohydrate/Macrocrystals)|NITROFURANTOIN MONOHYDRATE|Nitrofurantoin Monohydrate/Macrocrystal
Vancomycin Hydrochloride,,,71WO621TJD,Vancocin|Vancomycin
Pramipexole Dihydrochloride,,,3D867NP06J,Pramipexole Dihydrochloride Extended-Release|PRAMIPEXOLE
Tin,,,387GMG9FH5,"Boldo, Carduus Mar, Chelidonium Maj, Cinchona, Cynara, Fel Tauri, Hydrastis, Myrica, Nux Vomica, Stannum Met, Taraxacum.|Argentum metallicum, Crataegus, Gelsemium sempervirens, Hamamelis virginiana, Magnolia grandiflora, Spiraea ulmaria, Stannum metallicum, Valeriana officinalis|Stannum Metallicum 6X|Stannum Pentas 7X, 11X, 18X, 30X|Bryonia Stannum|Bestmade Natural Products BM177|Aconitum napellus, Argentum metallicum,Borago officinalis, Camphora, Grindelia, Stannum metallicum|GOLD"
Benzonatate,,,5P4DHS6ENR,Benzonatate 200 mg|Benzonatate 100 mg
Aluminum Hydroxide,,,5QB0T2IUN0,"Aluminum and Magnesium Hydroxide w/Simethicone Suspension|CVS PHARMACY Extra Strength Cherry Flavor|MAXIMUM STRENGTH ANTACID AND ANTIGAS|Maximum Strength Antacid Mint|HEB Extra Strength Original Flavor|aluminum hydroxide, magnesium hydroxide, dimethicone|HEARTBURN RELIEF|ADVANCED REGULAR STRENGTH ANTACID"
Arabica Coffee Bean,,,3SW678MX72,"Adenosinum Triphosphoricum Dinatrum, Arsenicum Album, Avena Sativa, Chamomilla, Coffea Cruda, Dysentery Bacillus, Gaertner Bacillus (Bach), L-Tryptophan, Melatonin, Mercurius Corrosivus, Pantothenic Acid, Passiflora Incarnata, Pineal Gland (Suis), Pyrrole, Sarcolacticum Acidum, Silicea, Ubidecarenonum, Zincum Valerianicum|Adenosinum Triphosphoricum Dinatrum, Pantothenic Acid, Pineal Gland (Suis), Sarcolacticum Acidum, Ubidecarenonum, L-Tryptophan, Melatonin, Pyrrole, Arsenicum Album, Avena Sativa, Chamomilla, Coffea Cruda, Mercurius Corrosivus, Passiflora Incarnata, Silicea, Zincum Valerianicum, Dysentery Bacillus, Gaertner Bacillus|AVENA SATIVA FLOWERING TOP, MATRICARIA CHAMOMILLA, HOPS, PASSIFLORA INCARNATA FLOWERING TOP, ZINC VALERATE DIHYDRATE, ARABICA COFFEE BEAN, STRYCHNOS NUX-VOMICA SEED, and SULFUR|4 Kids Cold and Mucus Nighttime|4 Kids Cold and Cough Nighttime Natural Grape Flavor|coro-CALM|Stress|ACTIVATED CHARCOAL, CAUSTICUM, ARABICA COFFEE BEAN, PRASTERONE, GLYCYRRHIZA GLABRA, RIBES NIGRUM FLOWER BUD, ELEUTHERO, and VERATRUM ALBUM ROOT"
Magnesium Sulfate Heptahydrate,,,SK47B8698T,"CVS muscle relief|magnesium sulfate|MEB Puri-vega|Echinacea (Angustifolia), Arnica Montana, Hydrastis Canadensis, Ledum Palustre, Magnesia Sulphurica, Kalmia Latifolia, Arsenicum Album, Cocculus Indicus, Phosphorus|Humco Epson Salt|365 Whole Foods Market Epsom Salt|TIS-U-SOL|Gallcill"
Pork Liver,,,6EC706HI7F,"Damiana, Galium, Glandula Suprarenalis, Hepar, Hypophysis, Korean Ginseng, Nuphar, Orchitinum, Phosphoricum ac, Populus Trem, Testosterone|7-Oxo-Dehydroepiandrosterone 3-Acetate, AACG-A, AACG-B, Adenosinum Triphosphoricum Dinatrum, Asclepias Vincetoxicum, Calcarea Carbonica, Cerebrum Suis, Echinacea (Angustifolia), Gambogia, Gelsemium Sempervirens, Graphites, Hepar Suis, Hypothalamus (Suis), Insulinum (Suis), Kidney (Suis), Methylcobalamin, Nux Vomica, Pancreas Suis, Phytolacca Decandra, Proteus (Vulgaris), Sarcolacticum Acidum, Stomach (Suis)|Bacteria-Chord|Bone Liquescence|Abrotanum (Artemisia Abrotanum), Anacardium Orientale, Fucus Vesiculosus, Helleborus Niger, Hypothalamus Suis, Lycopodium Clavatum, Thymolum, Thymus Serpyllum, Thyroidinum (Bovine), Glandula Suprarenalis Suis, Hepar Suis, Pancreas Suis, Cinchona Officinalis, Nicotinamidum, Baryta Carbonica, Calcarea Carbonica, Calcarea Phosphorica, Magnesia Phosphorica, Solidago Virgaurea, Graphites|Asclepias Vincetoxicum, Echinacea (Angustifolia), Hypothalamus (Suis), Cerebrum (Suis), Hepar Suis, Kidney (Suis), Methylcobalamin, Pancreas Suis, Stomach (Suis), Aacg-A, Aacg-B, Calcarea Carbonica, Gambogia, Gelsemium Sempervirens, Graphites, Nux Vomica, Phytolacca Decandra, 7-Keto (3-Acetyl-7-Oxo-Dehydroepiandrosterone), Adenosinum Triphosphoricum Dinatrum, Glucagon, Insulinum, Sarcolacticum Acidum, Proteus (Vulgaris)|Glandula Suprarenalis (Bovine), Hepar Suis, Histaminum Hydrochloricum, Alternaria Tenuis Nees, Aspergillus Niger, Candida Albicans, Candida Parapsilosis, Dust, Mucor Racemosus, Torula Cerevisiae, House Dust Mite, Rhizopus Nigricans|Sarcolacticum Acidum, Viscum Album, Iodium, Fucus Vesiculosus, Galium Aparine, Natrum Oxalaceticum, Thyroidinum (Suis), DHEA (Dehydroepiandrosterone), Phenyl Isothiocyanate, Tri-Iodothyronine, Tyramine, Adenosinum Triphosphoricum Dinatrum, alpha-Ketoglutaricum Acidum, Fumaricum Acidum, Malic Acid, Colchicum Autumnale, Conium Maculatum, Funiculus Umbilicalis Suis, Hepar Suis, Medulla Ossis Suis, Pineal Gland (Suis), Spleen (Suis), Thymus (Suis), Calcarea Fluorica, Pulsatilla (Vulgaris), Spongia Tosta"
Fucus Vesiculosus,,,535G2ABX9M,"Baptisia Tinctoria, Echinacea (Angustifolia), Fucus Vesiculosus, Uva-Ursi, Phytolacca Decandra, Arsenicum Album, Aurum Metallicum, Ferrum Phosphoricum, Iodium, Iridium Metallicum, Lachesis Mutus, Zincum Metallicum, Cadmium Sulphuratum|Thyroid Liquescence 3021|THYROPRO|HTHY|Thyroid Support|Abrotanum (Artemisia Abrotanum), Anacardium Orientale, Fucus Vesiculosus, Helleborus Niger, Hypothalamus Suis, Lycopodium Clavatum, Thymolum, Thymus Serpyllum, Thyroidinum (Bovine), Glandula Suprarenalis Suis, Hepar Suis, Pancreas Suis, Cinchona Officinalis, Nicotinamidum, Baryta Carbonica, Calcarea Carbonica, Calcarea Phosphorica, Magnesia Phosphorica, Solidago Virgaurea, Graphites|Sarcolacticum Acidum, Viscum Album, Iodium, Fucus Vesiculosus, Galium Aparine, Natrum Oxalaceticum, Thyroidinum (Suis), DHEA (Dehydroepiandrosterone), Phenyl Isothiocyanate, Tri-Iodothyronine, Tyramine, Adenosinum Triphosphoricum Dinatrum, alpha-Ketoglutaricum Acidum, Fumaricum Acidum, Malic Acid, Colchicum Autumnale, Conium Maculatum, Funiculus Umbilicalis Suis, Hepar Suis, Medulla Ossis Suis, Pineal Gland (Suis), Spleen (Suis), Thymus (Suis), Calcarea Fluorica, Pulsatilla (Vulgaris), Spongia Tosta|Baryta Carbonica, Calcarea Carbonica, Fucus Vesiculosus, Iodium, Natrum Muriaticum, Pulsatilla, Spongia Tosta, Thyroidinum (Suis)"
Atropine Sulfate,,,03J5ZE7KA5,"Atropine Sulfate Injection|Isopto Atropine|Atropine Sulfate monohydrate|Arg NitD3, Atropin SulphD6, Bufo RanD10, Cuprum AceticD3, Oenanthe CrocD5, Zinc ValerianD2|STOMAPLEX|DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE|Lomotil|Adrenal Drops"
Horse Chestnut,,,3C18L6RJAZ,"Varicose Veins|CONSTIPATION|Unda 203|Aesculus Combination 9202|Schizophrenia Formula 2113|AESCULUS HIPPOCASTANUM|Aesculus Hippocastanum, Equisetum Hyemale, Hydrastis Canadensis, Hydrocotyle Asiatica, Linum Usitatissimum, Magnesia Muriatica, Passiflora Incarnata, Solidago Virgaurea, Thuja Occidentalis, Fumaria Officinalis, Ononis Spinosa|GDS-Calm"
Veratrum Album Root,,,QNS6W5US1Z,"Abrot Acon Agn Ail Ambr Ambro Am-C Ant-C Apis Arn Ars Aur-A Aur Bapt Bar-C Bell BB Both Bov Brom Cadm-S Calad Calc Camph Carb-Ac Card-M Cean Chel Chinin-A Cina Chin Cic Cob Colch Con Crot-H Crot-T Cupr Dulc Elaps Eup-Per Fl-Ac Galph Graph Gunp Ham Hekla Hell Hep Hydr-Ac Hyos Hyper Kali-Br Kali-C Kali-I Lath Laur Led Lob Merc-Cy Merc Mez Mosch Mur-Ac Naja Nat-C Nit-Ac Nux-M Pyrog Ph-Ac Pic-Ac Plb Rhus-T Ruta Samb Sang Sarr Sep Stram Sul-Ac Tab Terent Ter Teucr Verat Verat-V Vip|topical gel for muscle cramping and restlessness|avena sativa flowering top, capsicum, strychnos nux-vomica seed, veratrum album root, and zinc|Atropa Belladonna, Berberis Vulgaris Root Bark, Milk Thistle, Chelidonium Majus, Citrullus Colocynthis Fruit Pulp, Dioscorea Villosa Tuber, Goldenseal, Lycopodium Clavatum Spore, Sodium Sulfate, Strychnos Nux-Vomica Seed, Phosphorus, Anemone Pulsatilla, Veratrum Album Root|Toxagent Detox|B11 INJUROTOX|Aconitum napellus, Apis mellifica, Arnica montana, Arsenicum album, Belladonna, Bellis perennis, Bryonia, Calendula officinalis, Chamomilla, Cistus canadensis, Clematis erecta, Clematis vitalba, flos, Ferrum phosphoricum, Histaminum hydrochloricum, Hypericum perforatum, Ignatia amara, Impatiens glandulifera, flos, Ornithogalum umbellatum, flos, Passiflora incarnata, Phosphorus, Prunus cerasifera, flos, Rhus tox, Sulphur, Symphytum, Trifolium pratense, and Veratrum album.|Quantum Harmony"
Heparin Sodium,,,ZZ45AB24CA,Heparin Sodium in Dextrose|HEPARIN SODIUM IN SODIUM CHLORIDE|Heparin Sodium and Dextrose|Heparin Sodium in Sodium Chloride
Euphrasia Stricta,,,C9642I91WL,"Natural Eyes Complete Eye Relief Fast Dissolving Tables|Apis Mellifica, Aconitum Napellus, Allium Cepa, Bryonia (Alba), Eupatorium Perfoliatum, Euphrasia Officinalis, Ipecacuanha, Belladonna, Echinacea Purpurea, Asclepias Vincetoxicum, Gelsemium Sempervirens, Phosphorus, Influenzinum|Ailanthus altissima Whole, Okoubaka aubrevillei Bark, Euphrasia Stricta, Gratiola officinalis, Juglans regia Whole, Smilax Regelii Root, and Taraxacum officinale Whole|4 Kids Cold and Mucus Nighttime|Allium cepa, Ambrosia artemisiaefolia, Arsenicum album, Arum triphyllum, Arundo mauritanica, Euphrasia officinalis, Galphimia glauca, Histaminum hydrochloricum, Kali bichromicum, Naphthalinum, Natrum muriaticum, Sabadilla, Solidago virgaurea, Sticta pulmonaria, Sulphur, Trifolium pratense, and Wyethia helenioides.|Hay Fever|Aller-Chord A|Visiopar"
Clindamycin Phosphate,,,EH6D7113I8,"XACIATO|Neuac|Cleocin|Clindamycin Phosphate Topical|Clindamycin, Benzoyl Peroxide|CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE|Clindamycin Phosphate and Tretinoin Gel 1.2%/0.025%|Clindacin P"
Pyridoxine Hydrochloride,,,68Y4CF58BV,"Vitrexyl plus Iron|Melatonin, Nadidum, Niacin, Pyridoxinum Hydrochloricum, Zincum Sulphuricum, Hypophysis Suis, Hypothalamus (Suis), Lithium Carbonicum, Magnesia Carbonica, Pineal (Suis)|Ventrixyl Fe|DOCONEXENT, NIACINAMIDE, .ALPHA.-TOCOPHEROL ACETATE, DL-, CHOLECALCIFEROL, BETA CAROTENE, ASCORBIC ACID, THIAMINE MONONITRATE, Riboflavin, Pyridoxine Hydrochloride, CYANOCOBALAMIN, Iron, ZINC OXIDE, CUPRIC OXIDE, POTASSIUM IODIDE, MAGNESIUM OXIDE, Folic Acid, and LEVOMEFOLATE CALCIUM|Cholinum (Choline), Inositol (Vitamin B8), Folic Acid (Vitamin B9), Pantothenic Acid (Calcium Pantothenate, Vitamin B5), Thiaminum Hydrochloricum (Vitamin B1), Heart (Bovine), Hepar (Bovine), Methylcobalamin (Vitamin B12), Nicotinamidum (Vitamin B3), PABA (Para Aminobenzoic Acid Vitamin B10), Pyridoxinum Hydrochloricum (Vitamin B6), Biotin (Vitamin B7), Hordeum Vulgare, Riboflavinum (Vitamin B2), Torula Cerevisiae|Multivitamin, Folate|Nestabs ONE|Se-Tan PLUS"
Minocycline Hydrochloride,,,0020414E5U,ZILXI|Minocycline|EMROSI|AMZEEQ|Minocin|Arestin|Minocycline Hydrochloride Extended-Release
Naloxone Hydrochloride,,,F850569PQR,pentazocine hydrochloride and naloxone hydrochloride|RiVive|buprenorphine hydrochloride and naloxone hydrochloride|Suboxone|KLOXXADO|Zubsolv|REZENOPY|NARCAN
Bumetanide,,,0Y2S3XUQ5H,Bumex|Enbumyst
Sanguinaria Canadensis Root,,,N9288CD508,"Abrot Acon Agn Ail Ambr Ambro Am-C Ant-C Apis Arn Ars Aur-A Aur Bapt Bar-C Bell BB Both Bov Brom Cadm-S Calad Calc Camph Carb-Ac Card-M Cean Chel Chinin-A Cina Chin Cic Cob Colch Con Crot-H Crot-T Cupr Dulc Elaps Eup-Per Fl-Ac Galph Graph Gunp Ham Hekla Hell Hep Hydr-Ac Hyos Hyper Kali-Br Kali-C Kali-I Lath Laur Led Lob Merc-Cy Merc Mez Mosch Mur-Ac Naja Nat-C Nit-Ac Nux-M Pyrog Ph-Ac Pic-Ac Plb Rhus-T Ruta Samb Sang Sarr Sep Stram Sul-Ac Tab Terent Ter Teucr Verat Verat-V Vip|NV-HP|NAUSEA VOMITING HP|Arnica Montana, Baptisia Tinctoria, Echinacea (Angustifolia), Sanguinaria Canadensis, Eupatorium Perfoliatum, Euphorbium Officinarum, Dopamine Hydrochloride, Phytolacca Decandra, Aconitum Napellus, Argentum Nitricum, Arsenicum Album, Bryonia (Alba), Gelsemium Sempervirens, Mercurius Corrosivus, Phosphorus, Pulsatilla (Pratensis), Rhus Tox, Sulphur, Thuja Occidentalis, Cortisone Aceticum, Acetaldehyde, Formalinum, Hepar Sulphuris Calcareum, Lachesis Mutus, Zincum Metallicum|Belladonna, Bryonia, Cimicifuga, Gelsemium, Glonoinum, Ignatia, Iris vers, Nux vom, Sanguinaria, Sepia, Spigelia anth|Aconitum Napellus, Aranea Diadema, Arnica Montana, Asclepias Vincetoxicum, Baptisia Tinctoria, Bryonia Alba, Echinacea Angustifolia, Equisetum Hyemale, Eupatorium Perforliatum, Gelsemium Sempervirens, Hepar Sulphuris Calcareum, Juglans Regia, Phytolacca Decandra, Sanguinaria Canadensis, Sarsaparilla, Sulphur, Zincum Metallicum|Hay Fever|Adrenalinum, Allium Cepa, Ambrosia Artemisiaefolia, Echinacea (Angustifolia), Gelsemium Sempervirens, Kali Iodatum, Sanguinaria Canadensis, Sticta Pulmonaria"
Doxazosin Mesylate,,,86P6PQK0MU,Doxazosin|DOXAZOSIN|Cardura XL|doxazosin|Cardura
Antimony Potassium Tartrate,,,DL6OZ476V3,"BM Antimonium Tartaricum|Tartarus Combination 9259|Difficulty Breathing Drops|Chestal|Bestmade Natural Products Anti Tartium|Cough and Mucus Grape Flavor|Multi-System|Dulcamara, Echinacea (Angustifolia), Aesculus Hippocastanum, Antimonium Tartaricum, Ascorbicum Acidum, Coccus Cacti, Galium Aparine, Gentiana Lutea, Geranium Robertianum, Pulsatilla (Pratensis), Sarcolacticum Acidum, Conium Maculatum, Lymph Node (Suis), Sulphur, Glandula Suprarenalis Suis, L-Phenylalanine, Calcarea Phosphorica, Ferrum Phosphoricum, Hepar Suis, Hypothalamus Suis, Spleen (Suis), Cortisone Aceticum, Mercurius Solubilis, Baryta Carbonica, Glyphosate, Funiculus Umbilicalis Suis,Tonsil (Suis),"
Dicyclomine Hydrochloride,,,CQ903KQA31,Dicyclomine
